id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
4752219,Bungalow in Connewarre  4.77  Studio  1 bed  1 bath,Greater Geelong,-38.25442,144.38816,Entire home/apt,123.0,2,662,6.08,3,25,82
4752732,Guesthouse in Carlisle River  4.94  2  2  2,Colac Otway,-38.5724,143.36162,Entire home/apt,400.0,2,17,0.16,3,348,0
4797856,Home in Lorne  4.76  4  11  2.5,Surf Coast,-38.53278,143.97034,Entire home/apt,857.0,1,135,1.26,1,317,17
4831708,Villa in Apollo Bay  4.92  1 bedroom  1 bed  1 bath,Colac Otway,-38.742081,143.649414,Entire home/apt,687.0,2,132,1.22,5,259,19
4832060,Rental unit in Warrnambool  4.91  2  3  1 bath,Warrnambool,-38.40063,142.51867,Entire home/apt,210.0,1,65,0.61,3,0,0
4833660,Home in Queenscliff  4.85  3  4  2,Queenscliffe,-38.26508,144.66576,Entire home/apt,390.0,2,92,0.85,1,316,13
4841263,Boutique hotel in Lorne  4.84  Studio  1 bed  1 private bath,Surf Coast,-38.54432,143.97487,Private room,225.0,1,38,0.37,5,56,1
4862821,Home in Apollo Bay  4.81  3  6  1 bath,Colac Otway,-38.76147,143.6698,Entire home/apt,936.0,2,54,0.52,13,150,5
4868564,Home in Barwon Heads  4.88  2  5  1 bath,Greater Geelong,-38.281269,144.489288,Entire home/apt,995.0,2,121,1.12,1,348,6
4868754,Home in Apollo Bay  4.90  3  6  2,Colac Otway,-38.75686,143.66166,Entire home/apt,636.0,3,84,0.78,1,84,4
4870793,Home in Torquay  4.81  4  5  2,Surf Coast,-38.33481,144.30619,Entire home/apt,307.0,2,37,0.34,1,38,0
4888198,Townhouse in Warrnambool  4.94  1 bedroom  2  1 private bath,Warrnambool,-38.39692,142.4744,Private room,139.0,1,1097,10.07,1,275,133
4917523,Rental unit in Warrnambool  4.94  2  4  1 bath,Warrnambool,-38.38454,142.47011,Entire home/apt,191.0,1,676,6.23,3,253,122
4951516,Guesthouse in Sugarloaf  4.62  2  5  1 bath,Colac Otway,-38.69519,143.80138,Entire home/apt,169.0,1,687,6.29,26,60,67
4988540,Home in Moggs Creek  4.87  3  6  1 bath,Surf Coast,-38.46869,144.06026,Entire home/apt,430.0,2,232,2.23,1,14,17
5005670,Rental unit in Forrest  4.56  1 bedroom  1 bed  1 bath,Colac Otway,-38.51983,143.7146,Entire home/apt,179.0,1,242,2.22,8,211,10
5014426,Rental unit in Torquay  4.92  2  3  1.5,Surf Coast,-38.33298,144.32138,Entire home/apt,313.0,2,215,2.14,1,261,12
5051613,Home in Jan Juc  5.0  3  4  2,Surf Coast,-38.34597,144.29771,Entire home/apt,390.0,4,13,0.27,1,26,0
5063490,Home in Grovedale  4.82  7  8  3.5,Greater Geelong,-38.20332,144.3343,Entire home/apt,485.0,2,93,0.91,20,270,13
5071276,Townhouse in Apollo Bay  4.79  3  8  2,Colac Otway,-38.75164,143.66387,Entire home/apt,266.0,2,24,0.25,1,186,1
5095989,Home in Lorne  4.99  3  4  2,Surf Coast,-38.53113,143.97493,Entire home/apt,810.0,1,71,0.75,3,44,6
5129567,Bed and breakfast in Nirranda  4.86  1 bedroom  3  1 private bath,Moyne,-38.50178,142.76537,Private room,145.0,1,49,0.5,2,260,2
5154433,Home in Portarlington  4.91  4  5  2,Greater Geelong,-38.11831,144.65341,Entire home/apt,549.0,2,65,0.61,1,320,6
5154687,Home in Jan Juc  4.78  4  7  2.5,Surf Coast,-38.34851,144.29841,Entire home/apt,523.0,2,40,0.39,1,334,3
5163015,Home in Anglesea  4.52  3  6  1.5,Surf Coast,-38.40596,144.19441,Entire home/apt,495.0,2,270,2.51,1,1,31
5194546,Farm stay in Dunkeld  4.86  1 bedroom  1 bed  1 bath,Southern Grampians,-37.68755,142.26896,Entire home/apt,101.0,1,139,1.3,2,0,0
5205585,Home in Torquay  4.78  5  6  2.5,Surf Coast,-38.31235,144.34766,Entire home/apt,1045.0,2,18,0.21,12,196,5
5212879,Home in Dunkeld  4.95  3  4  1.5,Southern Grampians,-37.64037,142.34297,Entire home/apt,240.0,2,168,1.57,1,233,53
5221656,Cottage in Yuulong  4.92  1 bedroom  1 bed  1 bath,Colac Otway,-38.73871,143.3481,Entire home/apt,237.0,2,205,4.22,1,285,30
5223303,Home in Barwon Heads  5.0  5  6  3,Greater Geelong,-38.26626,144.4874,Entire home/apt,700.0,7,3,0.25,1,316,3
5225160,Guesthouse in Sugarloaf  4.64  1 bedroom  2  1 bath,Colac Otway,-38.69519,143.80138,Entire home/apt,129.0,1,610,5.65,26,62,39
5230293,Bed and breakfast in Nirranda  4.96  1 bedroom  1 bed  1 private bath,Moyne,-38.50046,142.76852,Private room,145.0,1,26,0.3,2,281,5
5233355,Home in Port Fairy  4.85  5  7  2,Moyne,-38.3845,142.23586,Entire home/apt,550.0,2,72,0.69,2,229,7
5241399,Home in Jan Juc  4.82  4  4  2,Surf Coast,-38.35366,144.29486,Entire home/apt,1194.0,2,22,0.2,1,349,5
5242346,Cottage in Pennyroyal  4.60  12  2  6.5,Surf Coast,-38.44547,143.87614,Entire home/apt,1585.0,2,5,0.09,4,340,1
5251683,Cottage in Moggs Creek  4.88  3  4  2,Surf Coast,-38.46731,144.06592,Entire home/apt,640.0,7,16,0.16,1,305,1
5252936,Home in Portland  4.83  3  5  2,Glenelg,-38.35081100463867,141.60385131835938,Entire home/apt,257.0,2,139,1.31,1,315,20
5253577,Farm stay in Torquay  4.79  3  6  1.5,Surf Coast,-38.28116,144.23146,Entire home/apt,485.0,3,19,0.2,20,280,1
5289305,Cottage in Cavendish  4.85  8  9  2,Southern Grampians,-37.53302,142.04895,Entire home/apt,326.0,2,152,1.41,1,335,29
5298414,Rental unit in Marengo  5.0  1 bedroom  1 bed  1 bath,Colac Otway,-38.772,143.66136,Entire home/apt,266.0,1,12,1.13,5,150,12
5319698,Loft in Warrnambool  4.94  Studio  2  1 bath,Warrnambool,-38.40225,142.51919,Entire home/apt,150.0,2,31,0.29,3,0,0
5320293,Rental unit in Warrnambool  4.73  3  4  2,Warrnambool,-38.40028,142.51777,Private room,310.0,1,45,0.42,3,0,0
5329312,Cottage in Lorne  5.0  Studio  6  2,Surf Coast,-38.51489,143.97283,Entire home/apt,1199.0,1,5,0.07,12,342,1
5330020,Cabin in Lorne  4.84  2  4  1 bath,Surf Coast,-38.51352,143.97156,Entire home/apt,573.0,1,104,1.18,12,352,28
5330362,Tipi in Lorne  4.86  1 bedroom  3  1 bath,Surf Coast,-38.51364,143.9735,Entire home/apt,421.0,1,76,0.71,12,355,6
5386864,Home in Ocean Grove  4.80  3  5  1 bath,Greater Geelong,-38.2634,144.54957,Entire home/apt,400.0,3,5,0.05,1,28,0
5388759,Home in Apollo Bay  4.92  3  7  1 bath,Colac Otway,-38.74779,143.66433,Entire home/apt,286.0,5,48,0.49,1,253,4
5413556,Home in Wye River  4.92  3  7  1.5,Colac Otway,-38.63984,143.8909,Entire home/apt,693.0,2,251,2.75,1,270,33
5424181,Home in Port Fairy  4.87  3  3  1.5,Moyne,-38.39161,142.22311,Entire home/apt,443.0,2,217,2.04,1,308,22
5447953,Boutique hotel in Lorne  5.0  1 bedroom  1 bed  1 private bath,Surf Coast,-38.54343,143.96401,Private room,550.0,2,25,0.78,1,32,17
5448493,Home in Wye River  4.96  3  5  2,Colac Otway,-38.62983,143.89219,Entire home/apt,770.0,2,46,0.44,1,326,12
5458010,Home in Barwon Heads  4.86  4  4  1.5,Greater Geelong,-38.27949,144.49241,Entire home/apt,400.0,2,194,1.81,1,0,17
5480508,Home in Jan Juc  4.90  3  3  1 bath,Surf Coast,-38.34978,144.29721,Entire home/apt,323.0,1,105,1.08,1,69,10
5528101,Home in Barwon Heads  4.74  4  6  2.5,Greater Geelong,-38.27649,144.49421,Entire home/apt,464.0,3,31,0.31,1,307,2
5549870,Home in Port Fairy  4.59  3  3  1.5,Moyne,-38.37563,142.2426,Entire home/apt,291.0,2,118,1.11,1,205,5
5579698,Villa in Boonah  4.95  Studio  3  1 bath,Surf Coast,-38.40071,143.94022,Entire home/apt,240.0,1,395,3.77,1,291,80
5625754,Cottage in Torquay  4.77  2  3  1 bath,Surf Coast,-38.33499,144.31906,Entire home/apt,307.0,2,149,1.4,1,300,12
5660156,Home in Anglesea  4.76  3  4  2.5,Surf Coast,-38.4006,144.18964,Entire home/apt,350.0,2,90,0.9,1,326,10
5697141,Home in Jan Juc  4.77  5  7  2.5,Surf Coast,-38.34545,144.29409,Entire home/apt,1300.0,7,13,0.12,1,199,1
5701622,Home in Warrnambool  4.76  1 bedroom  1 bed  1 bath,Warrnambool,-38.37501,142.48604,Entire home/apt,190.0,3,25,0.25,1,79,3
5706464,Rental unit in Torquay  4.39  2  3  1 bath,Surf Coast,-38.31739,144.32713,Entire home/apt,200.0,2,385,3.62,3,329,8
5807265,Home in Ocean Grove  4.80  2  3  1 bath,Greater Geelong,-38.26653,144.5104,Entire home/apt,374.0,2,270,2.69,1,161,37
5814546,Home in Skenes Creek  4.82  5  8  4,Colac Otway,-38.72564,143.7063,Entire home/apt,950.0,2,95,0.93,1,40,7
5840212,Guesthouse in Lorne  5.0  Studio  1 bed  1 bath,Surf Coast,-38.52483,143.98081,Entire home/apt,391.0,2,271,3.97,1,309,35
5842983,Guest suite in Barwon Heads  4.97  1 bedroom  1 bed  1 bath,Greater Geelong,-38.26771,144.48538,Entire home/apt,181.0,2,364,3.81,2,296,22
5851655,Rental unit in Lorne  4.76  3  4  2.5,Surf Coast,-38.52857,143.98128,Entire home/apt,700.0,2,157,1.49,1,280,16
5880034,Rental unit in Geelong West  4.83  1 bedroom  1 bed  1 bath,Greater Geelong,-38.14708,144.34933,Entire home/apt,144.0,3,131,1.25,4,1,17
5887374,Home in Barwon Heads  5.0  4  4  2.5,Greater Geelong,-38.26224,144.4868,Entire home/apt,750.0,4,4,0.08,1,285,0
5906887,Home in Birregurra  4.85  3  3  2,Colac Otway,-38.34308,143.78308,Entire home/apt,266.0,2,33,0.32,1,58,4
5919142,Home in Port Campbell  4.94  3  4  2.5,Corangamite,-38.62058,142.99683,Entire home/apt,275.0,1,139,2.26,1,152,36
5934422,Guest suite in Apollo Bay  4.91  1 bedroom  1 bed  1 bath,Colac Otway,-38.74553,143.66974,Entire home/apt,264.0,1,518,4.88,10,23,80
5946525,Home in Tyrendarra  4.96  7  9  3.5,Glenelg,-38.25066,141.75602,Entire home/apt,1360.0,2,70,0.82,1,287,14
5946638,Cottage in Lorne  4.90  2  3  1 bath,Surf Coast,-38.54765,143.95664,Entire home/apt,225.0,2,58,0.55,5,0,22
5950704,Home in Ocean Grove  5.0  5  6  3.5,Greater Geelong,-38.26837,144.51837,Entire home/apt,700.0,3,5,0.15,1,326,0
6001104,Home in Portarlington  4.59  3  5  2.5,Greater Geelong,-38.11932,144.6532,Entire home/apt,292.0,2,27,0.33,1,266,3
6005139,Tent in Princetown  4.62  1 bedroom  2  1 shared bath,Corangamite,-38.69294,143.14902,Private room,215.0,1,330,3.12,8,50,16
6032658,Guesthouse in Lorne  4.90  2  4  1 bath,Surf Coast,-38.54897,143.97577,Entire home/apt,175.0,2,350,3.35,2,121,33
6034044,Guesthouse in Lorne  4.90  4  5  2,Surf Coast,-38.54897,143.97577,Entire home/apt,180.0,2,342,3.25,2,0,37
6056842,Cottage in Pennyroyal  4.78  7  12  3.5,Surf Coast,-38.44359,143.87604,Entire home/apt,950.0,2,27,0.36,4,339,15
6058540,Home in Birregurra  4.91  1 bedroom  1 bed  1.5,Colac Otway,-38.33542,143.78819,Entire home/apt,289.0,1,211,2.03,1,315,15
6094694,Home in Barwon Heads  4.93  4  6  2,Greater Geelong,-38.26615,144.49018,Entire home/apt,718.0,2,15,0.26,123,332,3
6121335,Home in Barwon Heads  4.92  4  6  2,Greater Geelong,-38.26436,144.49,Entire home/apt,600.0,2,13,0.13,123,335,3
6157064,Rental unit in Point Lonsdale  4.81  2  2  1.5,Queenscliffe,-38.27706,144.61558,Entire home/apt,500.0,2,32,0.51,2,79,8
6160578,Home in Lovely Banks  4.99  1 bedroom  1 bed  1 shared bath,Greater Geelong,-38.07974,144.33508,Private room,91.0,1,267,2.7,2,149,19
6183748,Home in Ocean Grove  5.0  3  4  1.5,Greater Geelong,-38.26891,144.54681,Entire home/apt,265.0,2,9,0.11,1,157,0
6226695,Townhouse in Point Lonsdale  4.90  2  3  1.5,Queenscliffe,-38.28468,144.61437,Entire home/apt,350.0,2,61,0.63,4,314,4
6249958,Home in Torquay  4.68  3  6  2.5,Surf Coast,-38.33159,144.32164,Entire home/apt,600.0,2,151,1.44,1,3,7
6263251,Townhouse in Lorne  4.92  4  7  2.5,Surf Coast,-38.53207,143.97377,Entire home/apt,600.0,2,76,0.74,1,256,8
6292720,Home in Breamlea  5.0  3  6  2,Greater Geelong,-38.29448,144.39253,Entire home/apt,329.0,2,16,0.19,1,343,2
6296025,Home in Lorne  4.50  4  8  2,Surf Coast,-38.53757,143.97223,Entire home/apt,1400.0,7,4,0.05,5,12,2
6305392,Home in Lorne  4.92  4  7  3.5,Surf Coast,-38.52977,143.97995,Entire home/apt,1075.0,2,72,0.69,23,225,6
6307541,Home in Aireys Inlet  4.92  3  6  1 bath,Surf Coast,-38.46594,144.10114,Entire home/apt,600.0,2,98,0.93,1,123,8
6363754,Rental unit in Thomson  4.85  1 bedroom  1 bed  1 bath,Greater Geelong,-38.16865,144.37689,Private room,60.0,2,52,0.5,3,175,0
6408852,Rental unit in Wongarra  4.93  Studio  1 bed  1 bath,Colac Otway,-38.68982696533203,143.77210998535156,Entire home/apt,269.0,2,156,1.5,3,83,4
6414788,Home in Ocean Grove  4.80  4  7  2,Greater Geelong,-38.27015,144.51495,Entire home/apt,1209.0,4,348,3.38,1,311,53
6429973,Home in Apollo Bay  4.63  3  5  2.5,Colac Otway,-38.74373,143.67001,Entire home/apt,886.0,1,418,4.29,1,330,57
6453306,Farm stay in Torquay  4.87  1 bed  1 bath,Surf Coast,-38.28116,144.23146,Entire home/apt,234.0,3,53,0.51,20,0,2
6453313,Townhouse in Torquay  4.75  6  8  2,Surf Coast,-38.33455,144.32507,Entire home/apt,486.0,2,172,1.67,20,0,23
6469497,Cottage in Jan Juc  4.80  3  4  1.5,Surf Coast,-38.34219,144.30383,Entire home/apt,343.0,2,164,1.58,1,313,26
6479751,Home in Torquay  4.89  4  8  2,Surf Coast,-38.33406,144.32394,Entire home/apt,415.0,2,123,1.24,20,23,17
6516987,Townhouse in Torquay  4.86  3  5  2.5,Surf Coast,-38.3293,144.31774,Entire home/apt,526.0,2,72,0.74,1,312,16
6528973,Cottage in Port Fairy  4.83  4  6  3,Moyne,-38.3857,142.23348,Entire home/apt,590.0,2,235,2.28,1,92,35
6531077,Ranch in Dunkeld  4.74  4  3  1.5,Southern Grampians,-37.7242,142.44532,Entire home/apt,177.0,2,58,0.58,2,358,5
6574972,Home in Tarrington  4.77  1 bedroom  1 bed  1 bath,Southern Grampians,-37.76515,142.09361,Entire home/apt,200.0,2,57,0.55,1,54,5
6575064,Cottage in Torquay  4.82  2  4  1.5,Surf Coast,-38.33501,144.32373,Entire home/apt,331.0,2,147,1.42,20,287,8
6575363,Home in Barwon Heads  4.75  4  6  2,Greater Geelong,-38.26671,144.49133,Entire home/apt,650.0,2,12,0.14,123,350,1
6575856,Home in Ocean Grove  3  5  2,Greater Geelong,-38.26211,144.53275,Entire home/apt,491.0,2,2,0.05,123,343,0
6629041,Home in Warrnambool  4.44  3  4  1 bath,Warrnambool,-38.38112,142.47866,Entire home/apt,260.0,2,87,0.84,1,0,10
6694966,Home in Portarlington  4.86  4  4  2,Greater Geelong,-38.12051,144.63966,Entire home/apt,343.0,2,71,0.72,2,337,6
6697252,Home in Ocean Grove  4.89  5  11  2.5,Greater Geelong,-38.25613,144.54789,Entire home/apt,911.0,2,101,1.02,2,318,15
6708053,Home in Port Fairy  4.82  3  4  1 bath,Moyne,-38.38776,142.23246,Entire home/apt,250.0,3,173,1.67,1,280,17
6718108,Cottage in Torquay  4.74  3  6  1.5,Surf Coast,-38.33504,144.32405,Entire home/apt,275.0,2,125,1.21,20,297,12
6732399,Home in Port Fairy  4.91  4  7  2,Moyne,-38.3819,142.23269,Entire home/apt,500.0,2,44,0.45,5,316,3
6785056,Home in Anglesea  4.84  2  5  2,Surf Coast,-38.40079,144.18613,Entire home/apt,182.0,1,245,2.39,1,261,25
6788131,Home in Warrnambool  4.91  4  5  1 bath,Warrnambool,-38.38461,142.5005,Entire home/apt,236.0,3,399,3.87,2,122,25
6822484,Condo in Lorne  4.89  1 bedroom  2  1 bath,Surf Coast,-38.53624,143.97464,Entire home/apt,406.0,2,373,3.64,2,296,72
6871596,Home in Cape Bridgewater  4.93  3  4  1.5,Glenelg,-38.35938,141.43809,Entire home/apt,389.0,3,83,0.84,1,271,12
6914330,Farm stay in Bambra  4.62  5  16  3.5,Surf Coast,-38.35031,143.96447,Entire home/apt,65.0,1,69,0.67,1,327,7
6915404,Home in Point Lonsdale  4.55  3  7  2,Queenscliffe,-38.28184,144.61392,Entire home/apt,460.0,2,29,0.28,1,320,2
6923938,Cottage in Torquay  4.94  2  5  1 bath,Surf Coast,-38.28116,144.23146,Entire home/apt,365.0,3,17,0.18,20,300,4
6929454,Home in Geelong  5.0  3  5  2,Greater Geelong,-38.15384,144.3624,Entire home/apt,403.0,2,26,0.25,1,93,3
6957740,Townhouse in Lorne  4.76  2  3  2,Surf Coast,-38.53726,143.97398,Entire home/apt,607.0,3,139,1.39,4,64,8
7009930,Home in Torquay  4.90  3  4  1 bath,Surf Coast,-38.33063,144.32385,Entire home/apt,602.0,2,407,4.16,1,186,36
7037506,Home in Moggs Creek  4.62  4  6  3,Surf Coast,-38.46438,144.06617,Entire home/apt,313.0,2,61,0.63,1,314,5
7038977,Rental unit in Lorne  4.73  3  4  2,Surf Coast,-38.53826,143.97383,Entire home/apt,765.0,1,156,1.68,2,209,7
7055827,Home in Dennington  4.99  7  16  4.5,Warrnambool,-38.35614,142.44205,Entire home/apt,223.0,1,335,3.26,1,216,40
7095841,Home in Lorne  4.94  1 bedroom  1 bed  1 bath,Surf Coast,-38.53456,143.9666,Entire home/apt,250.0,1,288,2.87,1,309,37
7096425,Condo in Torquay  4.83  3  4  2,Surf Coast,-38.31136,144.34514,Entire home/apt,595.0,2,12,0.13,12,204,0
7130534,Cottage in Torquay  4.80  2  5  1.5,Surf Coast,-38.33505,144.32387,Entire home/apt,220.0,2,86,0.84,20,280,7
7151125,Home in Ocean Grove  4.99  3  3  2.5,Greater Geelong,-38.26032,144.52622,Entire home/apt,346.0,2,81,0.94,1,71,18
7163809,Home in Ocean Grove  4.64  4  5  2,Greater Geelong,-38.26518,144.545,Entire home/apt,540.0,1,182,1.77,1,332,6
7227361,Farm stay in Torquay  4.33  2  5  1 bath,Surf Coast,-38.28116,144.23146,Entire home/apt,365.0,3,3,0.05,20,297,0
7228171,Farm stay in Torquay  5.0  2  3  1 bath,Surf Coast,-38.28116,144.23146,Entire home/apt,365.0,3,8,0.1,20,299,0
7282466,Home in Portland  4.94  2  4  1.5,Glenelg,-38.34468,141.59911,Entire home/apt,236.0,2,176,1.77,1,60,29
7294998,Home in Forrest  4.92  3  4  Half-bath,Colac Otway,-38.51942,143.71546,Entire home/apt,385.0,3,200,1.95,3,328,21
7328764,Home in Port Fairy  4.71  2  3  2,Moyne,-38.38264,142.23195,Entire home/apt,273.0,3,251,2.46,1,293,21
7387177,Home in Jan Juc  4.81  3  6  2,Surf Coast,-38.34972,144.29881,Entire home/apt,351.0,2,144,1.45,1,313,11
7440716,Cottage in Barwon Heads  4.96  3  3  1.5,Greater Geelong,-38.25893,144.48586,Entire home/apt,350.0,2,104,2.25,1,0,16
7461279,Guest suite in Port Fairy  4.85  2  3  1 bath,Moyne,-38.38033,142.24371,Entire home/apt,296.0,1,803,7.95,1,0,107
7486337,Home in Barwon Heads  4.83  3  5  3,Greater Geelong,-38.27736,144.49073,Entire home/apt,850.0,2,6,0.24,4,20,1
7501085,Farm stay in Warncoort  4.92  1 bath,Colac Otway,-38.31522,143.71156,Entire home/apt,380.0,1,72,0.7,2,323,2
7502228,Home in St. Leonards  4.74  4  7  2.5,Greater Geelong,-38.19067,144.70673,Entire home/apt,279.0,2,38,0.4,1,233,5
7502527,Townhouse in Warrnambool  4.68  3  4  2,Warrnambool,-38.38662,142.48195,Entire home/apt,760.0,1,178,1.79,2,54,6
7503408,Home in Port Fairy  4.74  3  5  2,Moyne,-38.38373,142.22993,Entire home/apt,350.0,2,85,0.85,3,287,9
7556893,Home in Torquay  4.75  4  5  3,Surf Coast,-38.31786,144.32699,Entire home/apt,500.0,3,92,0.92,2,318,4
7588138,Home in Jan Juc  4.89  4  6  2,Surf Coast,-38.35045,144.29225,Entire home/apt,276.0,2,158,1.66,1,251,6
7603954,Home in Skenes Creek  4.71  4  6  3,Colac Otway,-38.72532,143.7074,Entire home/apt,726.0,2,134,1.34,1,335,20
7605719,Home in Barwon Heads  4.69  3  5  1 bath,Greater Geelong,-38.27626,144.49379,Entire home/apt,573.0,2,13,0.13,123,316,1
7681461,Home in Port Fairy Yambuk  4.94  4  10  1.5,Moyne,-38.33506,142.06039,Entire home/apt,435.0,2,52,0.55,2,324,6
7700073,Home in Port Fairy  4.68  3  6  2,Moyne,-38.38883,142.24343,Entire home/apt,229.0,2,53,0.52,1,311,5
7751387,Cabin in Bellbrae  4.90  1 bedroom  1 bed  1 bath,Surf Coast,-38.3366,144.19053,Entire home/apt,336.0,2,187,2.04,1,341,27
7765038,Home in Wye River  4.72  2  2  1 bath,Colac Otway,-38.63094,143.89128,Entire home/apt,360.0,3,185,1.84,1,41,15
7776240,Home in Barwon Heads  4.95  1 bedroom  2  1 private bath,Greater Geelong,-38.28525,144.49347,Private room,170.0,2,64,0.64,1,54,8
7778838,Rental unit in Torquay  4.77  1 bedroom  1 bed  1 bath,Surf Coast,-38.31734,144.32632,Entire home/apt,200.0,2,84,0.86,3,110,8
7791916,Loft in Barwon Heads  4.94  2  2  1 bath,Greater Geelong,-38.28371,144.49293,Entire home/apt,230.0,2,170,1.72,1,321,23
7845568,Home in Port Fairy  4.86  3  4  2,Moyne,-38.38382,142.23153,Entire home/apt,450.0,2,77,0.77,3,297,9
7956475,Home in Aireys Inlet  4.57  2  2  1 bath,Surf Coast,-38.45593,144.10664,Entire home/apt,416.0,2,56,1.17,2,45,16
7972550,Cottage in Johanna  4.83  2  3  1 bath,Colac Otway,-38.7581796,143.3861294,Entire home/apt,526.0,2,36,0.46,6,316,4
7974033,Cottage in Johanna  4.71  3  4  1 bath,Colac Otway,-38.7581796,143.3861294,Entire home/apt,526.0,2,59,0.72,6,323,9
8017752,Rental unit in Saint Leonards  4.76  1 bedroom  1 bed  1 bath,Greater Geelong,-38.17306,144.71553,Entire home/apt,295.0,1,83,1.35,2,348,9
8018003,Cottage in Johanna  4.77  2  3  1 bath,Colac Otway,-38.7581796,143.3861294,Entire home/apt,502.0,2,47,0.58,6,308,7
8018033,Home in Anglesea  4.88  4  6  1.5,Surf Coast,-38.40882,144.17926,Entire home/apt,892.0,1,8,0.1,3,105,0
8035099,Cottage in Johanna  4.81  3  4  1 bath,Colac Otway,-38.7581796,143.3861294,Entire home/apt,511.0,2,63,0.66,6,316,4
8036029,Home in Johanna  4.77  4  6  2,Colac Otway,-38.75936,143.38795,Entire home/apt,425.0,2,66,0.67,6,279,7
8073635,Home in Apollo Bay  4.71  3  5  2.5,Colac Otway,-38.75236,143.66421,Entire home/apt,307.0,3,63,0.63,1,325,4
8109308,Home in Anglesea  4.63  4  6  2,Surf Coast,-38.40188,144.19165,Entire home/apt,400.0,2,138,1.37,1,1,19
8121385,Home in Point Lonsdale  4.89  3  10  2.5,Queenscliffe,-38.28598,144.60621,Entire home/apt,523.0,2,45,0.51,1,290,5
8241783,Cottage in Apollo Bay  4.71  4  5  2,Colac Otway,-38.74856,143.65659,Entire home/apt,318.0,2,143,1.43,1,306,18
8263599,Cabin in Ocean Grove  4.96  1 bedroom  1 bed  1 bath,Greater Geelong,-38.25421,144.52929,Entire home/apt,399.0,2,205,2.33,2,68,11
8280000,Home in Lorne  4.97  4  5  2,Surf Coast,-38.5328,143.97542,Entire home/apt,714.0,2,193,1.92,2,227,19
8300658,Home in Jan Juc  4.87  2  4  1 bath,Surf Coast,-38.34478,144.29377,Entire home/apt,320.0,2,54,0.57,1,283,0
8327435,Home in Indented Head  4.97  4  6  2,Greater Geelong,-38.14307,144.71196,Entire home/apt,699.0,3,33,0.34,1,331,6
8343054,Home in Torquay  4.86  3  4  2,Surf Coast,-38.32129,144.33313,Entire home/apt,380.0,2,65,0.68,2,245,10
8355907,Home in Ocean Grove  4.86  4  5  2,Greater Geelong,-38.26271,144.54376,Entire home/apt,1857.0,2,108,1.08,1,341,2
8373131,Cottage in Queenscliff  4.97  1 bedroom  1 bed  1 bath,Queenscliffe,-38.26284,144.66602,Entire home/apt,324.0,1,232,2.31,1,145,37
8380170,Home in Port Fairy  5.0  3  3  2,Moyne,-38.3909,142.22086,Entire home/apt,403.0,2,34,0.36,3,240,1
